IDOE_SCHOOL_ID,SCHOOL_NAME,PRINCIPAL_TITLE,PRINCIPAL_FIRST_NAME,PRINCIPAL_LAST_NAME,PRINCIPAL_EMAIL,ADDRESS,CITY,STATE,ZIP,COUNTY_NAME,PHONE,FAX,LOW_GRADE,HIGH_GRADE,SCHOOL_HOMEPAGE,lon,lat,coord,type
9961,James and Rosemary Phalen Leadership Academy High School,NA,Nicole,Fama,nfama@phalenacademies.org,4352 Mitthoeffer Rd,Indianapolis,IN,46235,Marion,(317) 552-1600,NA,09,12,NA,-85.99254359999999,39.8359881,39.8359881+-85.9925436,p
5603,Phalen at Francis Scott Key 103,NA,Matthew,Rimer,rimerm@myips.org,3920 Baker Dr,Indianapolis,IN,46236,Marion,(317) 226-4103,(317) 226-3730,PK,06,http://www.103.ips.k12.in.us/,-86.0018547,39.8285139,39.8285139+-86.0018547,p
9963,Purdue Polytechnic High School South Bend,NA,Keeanna,Warren,kwarren@pphs.purdue.edu,635 S Lafayette Blvd,South Bend,IN,46601,St Joseph,(765) 494-7872,NA,09,12,NA,-86.25426929999999,41.66837,41.66837+-86.2542693,p
9966,GEO Next Generation Academy,NA,Tiffany,Evans,tevans@geoacademies.org,4010 N Sherman Drive,Indianapolis,IN,46226,Marion,(317) 608-6220,NA,07,12,NA,-86.1058329,39.8305786,39.8305786+-86.1058329,p
9971,The PATH School,NA,Christopher,Henderson,Chenderson@thepathschool.org,653 Somerset Ave,Indianapolis,IN,46222,Marion,(317) 226-4267,NA,KG,08,NA,-86.22132859999999,39.7760893,39.7760893+-86.2213286,p
9992,Phalen Virtual Leadership Academy,NA,Tora,Townsend,ttownsend@phalenacademies.org,4352 Mitthoeffer Rd,Indianapolis,IN,46235,Marion,(317) 939-3787,NA,KG,12,NA,-85.99254359999999,39.8359881,39.8359881+-85.9925436,p
9008,Paramount School of Excellence South Bend,NA,Nichole,Tredway,ntredway@psoesouthbend.org,3414 Hepler Street,South Bend,IN,46635,St. Joseph,(317) 519-4588,NA,KG,08,NA,-86.20012849999999,41.7015781,41.7015781+-86.2001285,p
4271,Purdue Polytechnic High School Ind,Assistant,Jacob,Pactor,pactorj@myips.org,3029 E Washington St,Indianapolis,IN,46201,Marion,(317) 832-1200,(317) 832-1201,09,12,https://pphs.purdue.edu/,-86.1119985,39.7684626,39.7684626+-86.1119985,p
9016,Paramount School of Excellence Lafayette,NA,NA,NA,NA,1904 Elmwood Ave,Lafayette,IN,47904,Tippecanoe,(317) 519-4588,NA,KG,08,NA,-86.8761052,40.42775100000001,40.427751+-86.8761052,p
1132,Success Academy at Boys and Girls Club,NA,NA,NA,NA,502 E Sample St,South Bend,IN,46601,St. Joseph,(574) 299-9800,NA,KG,05,NA,-86.2434032,41.6645268,41.6645268+-86.2434032,p
2019,Otwell Miller Academy,NA,Richard,Padgett,OtwellMillerAcademy@gmail.com,9958 East County Road 150 N,Otwell,IN,47564,Pike,(812) 354-0800,(000) 000-0000,KG,05,http://www.otwellmilleracademy.school,-87.09246859999999,38.4440367,38.4440367+-87.0924686,p
7947,Indiana Connections Career Academy,NA,Colleen,Gaard,colgaard@incc.connectionsacademy.org,"6640 Intech Boulevard, Ste 101",Indianapolis,IN,46278,Marion,(317) 732-7790,(317) 295-8022,06,12,http://www.connectionsacademy.com/indiana-virtual-school,-86.2754573,39.8759659,39.8759659+-86.2754573,p
5170,Excel Center - Southeast,NA,Johnny,Manson,johnny.manson@excelcenter.org,2251  Sloan Avenue,Indianapolis,IN,46203,Marion,(574) 370-1130,NA,09,12,NA,-86.08689869999999,39.7366872,39.7366872+-86.0868987,p
7094,Avondale Meadows Middle School,NA,Mark,Simon,msimon@avondalemeadowsms.org,3980 Meadows Dr,Indianapolis,IN,46205,Marion,(317) 550-3363,(000) 000-0000,05,08,NA,-86.1117391,39.8293063,39.8293063+-86.1117391,p
9042,Premier Arts Academy,NA,NA,NA,NA,2721 Prairie St.,Elkhart,IN,46614,Elkhart,(574) 361-1258,NA,KG,08,NA,-85.96647,41.658137,41.658137+-85.96647,p
4894,James & Rosemary Phalen Leadership Academy Middle School,NA,Nicole,Fama,nfama@phalenacademies.org,"4352 Mitthoeffer Road, Indiana",Indianapolis,IN,46235,Marion,(317) 552-1600,(000) 000-0000,07,08,NA,-85.99254359999999,39.8359881,39.8359881+-85.9925436,p
1130,The Portage School of Leaders,NA,NA,NA,NA,305 W. Madison St.,South Bend,IN,46601,St. Joseph,(574) 299-9800,NA,09,10,NA,-86.2542119,41.6810591,41.6810591+-86.2542119,p
2006,Excel Center - Clarksville,NA,Kevin,Garner,kevin.garner@excelcenter.org,1329 Applegate Lane,Clarksville,IN,47129,Clark,(812) 283-7908,(317) 524-4002,09,12,https://excelcenter.org/campus/clarksville/,-85.7621089,38.3129182,38.3129182+-85.7621089,p
9924,The Genius School,NA,NA,NA,NA,4010 N Sherman Drive,Indianapolis,IN,46226,Marion,(317) 643-5430,NA,KG,06,NA,-86.1058329,39.8305786,39.8305786+-86.1058329,p
2018,Excel Center - Hammond,NA,Countance,Anderson,canderson@excelcenterhs.org,"3438 169th Street,",Hammond,IN,46323,Lake,(219) 844-1911,(219) 844-1928,09,12,http://excelatgoodwill.org/hammond/,-87.4454566,41.5868547,41.5868547+-87.4454566,p
0139,Paramount Cottage Home,NA,Rebecca,Norman,rnorman@psoecottagehome.org,1203 E St. Clair Street,Indianapolis,IN,46202,Marion,(317) 671-1229,(203) 632-2952,KG,05,NA,-86.1367921,39.7773463,39.7773463+-86.1367921,p
1002,Allegiant Preparatory Academy,NA,Rick,Anderson,randerson@allegiantprep.org,1141 N. Sheffield Ave.,Indianapolis,IN,46222,Marion,(317) 489-6877,(317) 550-1788,KG,05,NA,-86.1977881,39.7837484,39.7837484+-86.1977881,p
1004,Vanguard Collegiate of Indy  (CLOSING 10/6/2023),NA,Robert,Marshall,rmarshall@vcindy.org,2440 W. Ohio Street,Indianapolis,IN,46222,Marion,(317) 513-2128,(000) 000-0000,05,08,NA,-86.20217679999999,39.768606,39.768606+-86.2021768,p
1006,Bethel Park Elementary | pilotED Schools,NA,Jacob,Allen,jacob@piloted.org,2710 Bethel Ave,Indianapolis,IN,46203,Marion,(317) 438-5426,(000) 000-0000,KG,05,http://www.piloted.org,-86.1172022,39.7442191,39.7442191+-86.1172022,p
1041,Matchbook Learning,NA,Aaron,Etherington,aetherington@matchbooklearning.com,1163 Belmont Avenue,Indianapolis,IN,46222,Marion,(317) 226-4263,(317) 226-3303,KG,08,http://www.matchbooklearning.com,-86.1959272,39.784106800000004,39.7841068+-86.1959272,p
0732,Logansport Juvenile Correctional,Mr,Richard,Richardson,rrichardson@idoc.in.gov,1118 S SR 25,Logansport,IN,46947,Cass,(574) 753-7571,(574) 732-0729,05,12,http://www.in.gov/idoc/dys/2378.htm,-86.36162019999999,40.762663,40.762663+-86.3616202,p
5055,Pendleton Juvenile Correctional,Mr,Derek,Grubbs,dgrubbs@idoc.in.gov,9310 S SR 67,Pendleton,IN,46060,Madison,(765) 778-3778,(765) 778-5430,05,12,http://www.in.gov/idoc/dys/2346.htm,-85.77475199999999,39.9700975,39.9700975+-85.774752,p
5452,LaPorte Juvenile Correctional,Mr,Travis,Anderson,tanderson2@idoc.in.gov,2407 N 500 W,LaPorte,IN,46350,LaPorte,(812) 265-6154,(812) 000-0000,05,12,http://www.in.gov/idoc/dys/2347.htm,-86.7959236,41.6409159,41.6409159+-86.7959236,p
5616,Dept of Correction Adult Schools,Dr,John,Nally,jnally@idoc.in.gov,302 W Washington St,Indianapolis,IN,46204,Marion,(317) 233-3111,(317) 234-0956,07,12,http://www.in.gov/idoc/2332.htm,-86.16498089999999,39.7676334,39.7676334+-86.1649809,p
2528,Hoosier College and Career Academy,NA,Samantha,Goldsmith,sgoldsmith@hoosieracademies.net,5650 Caito Drive,Indianapolis,IN,46226,Marion,(317) 495-6494,(317) 454-0670,07,12,http://start.k12.com/schoolindividual.html?st=in&product=isin&leadsource=sem&vendor=ef&utm_source=Go,-86.0437188,39.8565141,39.8565141+-86.0437188,p
9993,Emma Donnan Elementary and Middle,NA,Jordan,Habayeb,jhabayeb@adelanteschools.org,1202 E Troy Ave,Indianapolis,IN,46203,Marion,(317) 226-4272,NA,KG,08,NA,-86.1369448,39.723436,39.723436+-86.1369448,p
9138,KIPP Indy Legacy High,NA,Nikita,House,nhouse@kippindy.org,2255 N Ralston Ave,Indianapolis,IN,46218,Marion,(317) 547-5477,(000) 000-0000,09,12,http://kippindy.org/schools/legacy/,-86.13068330000002,39.7982497,39.8832556+-86.1318035,p
9994,BELIEVE Circle City High School,NA,Angel,Jackson,NA,2540 North Capitol Ave,Indianapolis,IN,46208,Marion,(317) 296-1954,NA,09,12,NA,-86.1617395,39.8037166,39.8037166+-86.1617395,p
1122,Herron-Riverside High School,English Te,Katie,Dorsey,kdorsey@herronhighschool.org,3010 N. White River Parkway East Dr.,Indianapolis,IN,46208,Marion,(317) 231-0010,(317) 231-3759,09,12,NA,-86.193213,39.8098807,39.8098807+-86.193213,p
1126,Circle City Preparatory Elementary School,Ms,Megan,Murphy,mmurphy@circlecityprep.org,4002 N Franklin Road,Indianapolis,IN,46226,Marion,(317) 721-8515,(317) 947-1329,KG,06,http://circlecityprep.org,-86.0285822,39.8299955,39.8299955+-86.0285822,p
1127,Circle City Preparatory Middle School,NA,NA,NA,NA,4002 N. Franklin Rd.,Indianapolis,IN,NA,NA,NA,NA,06,07,NA,-86.0285822,39.8299955,39.8299955+-86.0285822,p
1016,Excel Center - Muncie,NA,Brandon,Marks,bmarks@excelcenter.org,1023 W Jackson St,Muncie,IN,47305,Delaware,(765) 283-0916,(765) 381-1189,09,12,NA,-85.3977235,40.1926993,40.1926993+-85.3977235,p
7861,Paramount Englewood,NA,Jason,Smith,jsmith@psoeenglewood.org,1849 E Pleasant Run S Pkwy Drive,Indianapolis,IN,46203,Marion,(317) 741-9589,(317) 536-3015,05,08,https://englewood.paramountindy.org/,-86.142418,39.7398651,39.7398651+-86.142418,p
9997,Rooted School Indianapolis,NA,NA,NA,NA,5750 E 30th St,Indianapolis,IN,46218,Marion,(317) 606-3500,NA,09,12,NA,-86.0696425,39.8122628,39.8122628+-86.0696425,p
1024,Excel Center - Gary,NA,Theresa,Knipe,tknipe@excelcenterhs.org,4610 W Ridge Road,Gary,IN,46408,Lake,(219) 789-5236,(000) 000-0000,09,12,NA,-87.3960145,41.5486916,41.5486916+-87.3960145,p
1039,Timothy L. Johnson Academy Middle,NA,Brad,Yoder,brad.yoder@tljacademy.org,4625 Werling Drive,Fort Wayne,IN,46806,Allen,(260) 441-8727,(000) 000-0000,06,08,NA,-85.10537839999999,41.03956,41.03956+-85.1053784,p
9012,Excel Center - Richmond,NA,Jeri,Zawadzki,jzawadzki@excelcenter.org,1215 S 'J' St,Richmond,IN,47374,Wayne,(317) 524-3734,(317) 524-4002,09,12,https://excelcenter.org/campus/richmond/,-84.8877466,39.814948,39.8404719+-84.8848509,p
1535,Charter School of the Dunes,NA,Kellie,Easton,keaston@csdunes.org,7300 East Melton Rd,Gary,IN,46403,Lake,(219) 939-9690,(219) 939-9031,KG,08,http://www.csdunes.org/,-87.2490835,41.5961327,41.5961327+-87.2490835,p
8295,Signature School Inc,NA,Cameron,Chrockrem,cameron.chrockrem@signature.edu,610 Main St,Evansville,IN,47708,Vanderburgh,(812) 421-1820,(812) 421-9189,09,12,http://www.signature.edu,-87.5685286,37.9729993,37.9729993+-87.5685286,p
1536,Community Montessori,Director,Barbara,Burke Fondren,bfondren@shiningminds.com,4102 St Joseph Rd,New Albany,IN,47150,Floyd,(812) 948-1000,(812) 948-0441,PK,12,http://www.shiningminds.com,-85.8098317,38.3530814,38.3530814+-85.8098317,p
2524,Options Westfield,NA,Roy,Bowers,sbowers@optionsined.org,530 W Carmel Dr,Carmel,IN,46032,Hamilton,(317) 815-2098,(317) 846-3806,06,12,https://optionsschools.org/,-86.1364945,39.9631271,39.9631271+-86.1364945,p
2551,Options Noblesville,NA,Lisa,Chandler,lchandler@optionsined.org,9945 Cumberland Pointe Blvd,Noblesville,IN,46060,Hamilton,(317) 773-8659,(317) 773-9017,06,12,https://optionsschools.org/,-85.99202280000002,40.0149873,40.0149873+-85.9920228,p
9329,Options Indiana,NA,Linda,Cunningham,lcunningham@optionsined.org,18077 River Rd,Noblesville,IN,46062,Hamilton,(765) 621-0832,NA,06,12,https://optionsschools.org/,-86.0291776,40.0504331,40.0504331+-86.0291776,p
1531,Irvington Community Elementary School,NA,John,Westfall,jwestfall@ics-charter.org,6705 E. Julian Ave,Indianapolis,IN,46219,Marion,(317) 357-3770,NA,PK,05,NA,-86.06410439999999,39.7695943,39.7695943+-86.0641044,p
1532,Irvington Community Middle School,NA,Rosemary,McCloskey,rmccloskey@ics-charter.org,6040 E. Pleasant Run Parkway,Indianapolis,IN,46219,Marion,(317) 357-1170,NA,06,08,NA,-86.0634242,39.7751436,39.7751436+-86.0634242,p
1537,Irvington Preparatory Academy,NA,Jana,Goebel,jgoebel@ics-charter.org,5751 E University Ave,Indianapolis,IN,46219,Marion,(317) 357-5359,(317) 357-9752,09,12,http://www.ics-charter.org,-86.0688505,39.7658537,39.7658537+-86.0688505,p
5912,Excel Center - West,NA,John,Westfall,john.westfall@excelcenter.org,6000 W 34th St,Indianapolis,IN,46224,Marion,(317) 524-4005,(317) 524-4002,09,12,https://excelcenter.org/campus/west/,-86.2641539,39.8176772,39.8176772+-86.2641539,p
8094,Excel Center - Lafayette,NA,Danielle,White,dwhite@excelcenter.org,615 N 18th St 2nd Floor,Lafayette,IN,47904,Tippecanoe,(317) 524-3641,(317) 524-4002,09,12,http://excelcenter.org/campus/lafayette/,-86.8765327,40.4232003,40.4232003+-86.8765327,p
1539,Timothy L Johnson Academy,NA,Dawn,Starks,dawn.starks@tljacademy.org,4625 Werling Dr,Fort Wayne,IN,46806,Allen,(260) 441-8727,(260) 441-9357,KG,05,http://www.johnsonacademy.com/,-85.10537839999999,41.03956,41.03956+-85.1053784,p
2976,Excel Center - Kokomo,NA,Emily,Fritsch,efritsch@excelcenter.org,101 W Superior St,Kokomo,IN,46901,Howard,(317) 524-3642,(317) 524-4002,09,12,https://excelcenter.org/campus/kokomo/,-86.1316859,40.4852813,40.4852813+-86.1316859,p
5667,Enlace Academy,NA,Stephanie,Johnson,scampos@enlaceacademy.org,3725 Kiel Avenue,Indianapolis,IN,46224,Marion,(317) 383-0607,(317) 383-0605,KG,08,http://enlaceacademy.org/,-86.2623837,39.8228098,39.8228098+-86.2623837,p
5874,Christel House Academy South,NA,Allison,Baker,allisonbaker@chschools.org,2717 S East St,Indianapolis,IN,46225,Marion,(317) 783-4690,(317) 783-4693,KG,08,http://chacademy.org/south/index.html,-86.1474722,39.7273196,39.7273196+-86.1474722,p
9709,Christel House Watanabe Manual High School,NA,Victoria,Pittman,ppittman@chschools.org,2405 Madison Ave,Indianapolis,IN,46225,Marion,(317) 226-2200,NA,09,12,NA,-86.15212369999999,39.7333845,39.7333845+-86.1521237,p
5532,Christel House DORS,NA,Heather,Starks,hstarks@chschools.org,2717 S East St,Indianapolis,IN,46225,Marion,(317) 783-4686,(317) 783-4693,09,12,http://chdors.org/,-86.1474722,39.7273196,39.7273196+-86.1474722,p
5871,Christel House Academy West,NA,Eric,Parquet,eparquet@chschools.org,55 N Tibbs Ave,Indianapolis,IN,46222,Marion,(317) 783-4901,(317) 951-2182,KG,08,http://chacademy.org/west/index.html,-86.21228769999999,39.7664647,39.7664647+-86.2122877,p
5860,KIPP Indy College Prep Middle,NA,ShaDe',Watson,swatson@kippindy.org,1740 E 30th St,Indianapolis,IN,46218,Marion,(317) 547-5477,(317) 550-4163,06,08,http://www.kippindy.org,-86.1292201,39.8113831,39.8113831+-86.1292201,p
5741,KIPP Indy Unite Elementary,NA,Crystal,Cieslak,ccieslak@kippindy.org,1740 E 30th St,Indianapolis,IN,46218,Marion,(317) 547-5477,(317) 550-4163,KG,05,http://kippindy.org/schools/page-kipp-indy-unite-elementary/,-86.1292201,39.8113831,39.8113831+-86.1292201,p
5621,Tindley Genesis Academy,NA,Allison,Justin,justin@tindley.org,4020 Meadows Pkwy,Indianapolis,IN,46205,Marion,(317) 545-1745,(317) 547-4415,KG,06,http://tindleygenesis.org/,-86.1158396,39.8305285,39.8305285+-86.1158396,p
5629,Tindley Summit Academy,NA,Ashley,Ushi,ushi@tindley.org,3698 Dubarry Rd,Indianapolis,IN,46226,Marion,(317) 545-1745,(317) 547-4415,KG,06,http://tindleysummit.org/,-86.0159039,39.8233783,39.8233783+-86.0159039,p
6208,Charles A Tindley Accelerated Sch,School Lea,Brittany,Fennessy,fennessy@tindley.org,3960 Meadows Dr,Indianapolis,IN,46205,Marion,(317) 545-1745,(317) 547-4415,07,12,https://www.Tindley.org,-86.11456869999999,39.8298485,39.8298485+-86.1145687,p
4022,Thea Bowman Leadership Academy,NA,Marisa,Simmons,msimmons@theabowmanacademy.org,3401 W 5th Ave,Gary,IN,46406,Lake,(219) 944-3100,(219) 883-1331,KG,12,http://www.theabowmanleadershipacademy.org,-87.38394129999999,41.6010632,41.6010632+-87.3839413,p
5868,SE Neighborhood Sch of Excellence,NA,Kristie,Sweeney,ksweeney@senseindy.org,1601 S Barth Ave,Indianapolis,IN,46203,Marion,(317) 423-0204,(317) 631-4401,KG,08,http://www.senseindy.org,-86.140653,39.745813,39.745813+-86.140653,p
8203,Joshua Academy,NA,Arveneda,Mcdonad,NA,1230 E Illinois St,Evansville,IN,47711,Vanderburgh,(812) 401-6300,(812) 401-6307,KG,06,https://www.joshuaacademyschools.com,-87.5418261,37.9795938,37.9795938+-87.5418261,p
5472,Indiana Agriculture and Technology,NA,Keith,Marsh,kmarsh@indiana.ag,"650 East Carmel Drive, Suite 200",Carmel,IN,46032,Hamilton,(317) 201-8734,(000) 000-0000,07,12,NA,-86.1154384,39.9625186,39.9625186+-86.1154384,p
9701,Paramount Online Academy,NA,Brandalyn,Hayes,bhayes@psoeonline.org,1203 E St Clair St,Indianapolis,IN,46202,Marion,(317) 519-4588,NA,KG,08,NA,-86.1367921,39.7773463,39.7773463+-86.1367921,p
9703,PLA@Promise Prep,NA,Alec,Mayer,amayer@phalenacademies.org,4430 N Post Rd,Indianapolis,IN,46226,Marion,(317) 998-4643,NA,KG,04,NA,-86.010503,39.83774210000001,39.8377421+-86.010503,p
9704,Indy Steam Academy,NA,Yvonne,Bullock,ymbullock@indysteamacademy.org,4020 N Sherman Drive,Indianapolis,IN,46226,Marion,(317) 556-2307,NA,KG,06,NA,-86.1037597,39.83108980000001,39.8310898+-86.1037597,p
4130,Gary Lighthouse Charter School,NA,Janora,Holmes,janora.holmes@nwilcs.org,725 Clark Road,Gary,IN,46406,Lake,(219) 977-9583,(219) 977-9725,KG,12,http://www.lighthouse-academies.org/schools/garyla/,-87.3920034,41.5982845,41.5982845+-87.3920034,p
9706,Lawrence County Independent Schools,NA,Joanne,Symcox,jsymcox@lcis.education,223 Old Farm Road,Bedford,IN,47421,Lawrence,(812) 277-9803,NA,KG,08,https://lcis.education,-86.59392620000001,38.8643721,38.8643721+-86.5939262,p
9707,The Nature School of Central Indiana,NA,Kassi,Hall,mskassi@thenatureschoolofcentralindiana.org,6102 Boy Scout Rd,Indianapolis,IN,46226,Marion,(317) 721-7282,NA,KG,08,NA,-86.0387743,39.86545479999999,39.8654548+-86.0387743,p
9702,Herron Preparatory Academy,NA,NA,NA,NA,3100 N. Meridian,Indianapolis,IN,46208,Marion,(317) 231-0010,NA,KG,08,NA,-86.1572235,39.8121525,39.8121525+-86.1572235,p
9708,Excel Center - Elkhart,NA,Michael,Gallo,mgallo@excelcenterhs.org,1 Blazer Blvd,Elkhart,IN,46516,Elkhart,(574) 404-7109,NA,09,12,NA,-85.95887359999999,41.6851334,41.6851334+-85.9588736,p
4164,21st Century Charter Sch of Gary,NA,Othiniel,Mahone,omahone@geoacademies.org,556 Washington St,Gary,IN,46402,Lake,(219) 886-9339,(219) 886-0869,KG,12,http://www.21cchartergary.org,-87.3387991,41.6006537,41.6006537+-87.3387991,p
3935,East Chicago Urban Enterprise Academy,NA,Veronica,Eskew,principal.eskew@ecuea.org,1402 E Chicago Ave,East Chicago,IN,46312,Lake,(219) 392-3650,(219) 392-3652,KG,08,http://www.ecuea.com/,-87.4531983,41.6295694,41.6295694+-87.4531983,p
5523,Victory College Prep,NA,Kim,Randall,kim.randall@vcpindy.org,1780 Sloan Ave,Indianapolis,IN,46203,Marion,(317) 351-1534,(317) 351-1804,KG,12,https://www.phalenacademies.org/JRP,-86.08860659999999,39.7434073,39.7434073+-86.0886066,p
3971,East Chicago Lighthouse,NA,April,Shaw,april.shaw@nwilcs.org,3916 Pulaski,East Chicago,IN,46312,Lake,(219) 378-7450,(219) 378-7460,KG,08,http://www.lighthouse-academies.org/schools/eclcs/,-87.4438921,41.6418912,41.6418912+-87.4438921,p
C460,IN Sch for the Blind & Vis Imprd,NA,Jay,Wilson,JWilson@isbvik12.org,7725 N College Ave,Indianapolis,IN,46240,Marion,(317) 253-1481,(317) 251-6511,PK,12,https://sites.google.com/site/isbvik12/,-86.143404,39.89353699999999,39.893537+-86.143404,p
C695,Indiana School For The Deaf,Ms,Kimberly,Kause,kkause@isd.k12.in.us,1200 E 42nd St,Indianapolis,IN,46205,Marion,(317) 550-4800,(000) 000-0000,PK,12,http://www.deafhoosiers.com,-86.1362195,39.8360263,39.8360263+-86.1362195,p
5488,Andrew J Brown Academy,Mr,James,Hill,49.jhill@heritageacademies.com,3600 N German Church Rd,Indianapolis,IN,46236,Marion,(317) 891-0730,(317) 891-0908,KG,08,https://www.nhaschools.com/schools/Andrew-J-Brown-Academy,-85.9739647,39.82226,39.82226+-85.9739647,p
1441,Burris Laboratory School,NA,Abigail,Comber,aecomber@bsu.edu,2000 University Ave,Muncie,IN,47306,Delaware,(765) 285-8600,(765) 285-8620,KG,12,http://www.bsu.edu/burris/,-85.4115988,40.1999048,40.1999048+-85.4115988,p
1443,Indiana Academy for Sci Math Hmn,NA,Joel,Olufowote,joel.olufowote@bsu.edu,BSU - 301 N Talley Avenue,Muncie,IN,47306,Delaware,(765) 285-8102,(765) 285-8986,10,12,http://www.bsu.edu/academy,-85.4107277,40.1962532,40.1962532+-85.4107277,p
5716,Avondale Meadows Academy,NA,Kandis,Pearson,kpearson@avondalemeadowsacademy.org,3980 Meadows Dr,Indianapolis,IN,46205,Marion,(317) 803-3182,(317) 803-2367,KG,04,http://avondalemeadowsacademy.com/,-86.1117391,39.8293063,39.8293063+-86.1117391,p
5724,Herron High School,NA,Anne,Deckard,adeckard@herronhighschool.org,110 E 16th St,Indianapolis,IN,46202,Marion,(317) 231-0010,(317) 231-3759,09,12,http://www.herronhighschool.org/,-86.1555027,39.7889994,39.7889994+-86.1555027,p
5304,"The Hope Academy, Inc.",NA,Deb,Leser,dleser@hopeacademyrhs.org,3919 Madison Ave,Indianapolis,IN,46227,Marion,(317) 572-9440,NA,09,12,NA,-86.1407535,39.7089341,39.7089341+-86.1407535,p
2572,Geist Montessori Academy,NA,Logan,Bonar,lbonar@gma.k12.in.us,6058 W 900 N,McCordsville,IN,46055,Hancock,(317) 335-1158,(317) 335-1265,KG,08,http://www.gmacademy.org,-85.92031999999999,39.914382,39.914382+-85.92032,p
5664,Indianapolis Metropolitan High Sch,NA,Christina,Lear,clear@indianapolismet.org,1635 W Michigan St,Indianapolis,IN,46222,Marion,(317) 524-4638,(317) 524-4114,09,12,http://www.indianapolismet.org,-86.19186239999999,39.7736017,39.7736017+-86.1918624,p
5508,Paramount Brookside,NA,Korry,Sherrow,ksherrow@psoebrookside.org,3020 Nowland Ave,Indianapolis,IN,46201,Marion,(317) 775-6660,(317) 423-0569,KG,08,http://www.paramountindy.org,-86.1127317,39.787145,39.787145+-86.1127317,p
4043,Aspire Charter Academy,Ms,ReNae,Robinson,76.rrobinson@nhaschools.com,4900 W 15th Ave,Gary,IN,46406,Lake,(219) 944-7400,(219) 359-2175,KG,08,https://www.nhaschools.com/schools/aspire-charter-academy/,-87.3970417,41.5891287,41.5891287+-87.3970417,p
4711,Renaissance Academy Charter School,Ms,Kieran,McHugh,lori@rschool.net,4093 W US Hwy 20,LaPorte,IN,46350,LaPorte,(219) 878-8711,(866) 311-8321,KG,08,http://www.rschool.net,-86.7793791,41.6900382,41.6900382+-86.7793791,p
9280,Blue River Career Programs,NA,NA,NA,NA,801 St. Joseph Street,Shelbyville,IN,46176,Shelby,(317) 392-4191,(317) 392-5741,NA,NA,NA,-85.7887676,39.5115388,39.5115388+-85.7887676,p
4486,Hammond Academy of Science & Tech,NA,Jeffrey,Wood,jwood@hammondacademy.org,33 Muenich Ct,Hammond,IN,46320,Lake,(219) 852-0500,(219) 852-4153,06,12,http://www.hammondacademy.org,-87.5235999,41.6180354,41.6180354+-87.5235999,p
9107,Springville Community Academy,NA,Jayme,Davis,jayme.davis@springville.academy,126 Brick Street,Springville,IN,47462,Lawrence,(812) 508-6078,NA,KG,08,NA,-86.6177221,38.9340274,38.9340274+-86.6177221,p
3312,Canaan Community Academy,NA,Rhonda,Pennington,rpennington@canaanca.com,8775 N Canaan Main St,Canaan,IN,47224,Jefferson,(812) 839-0003,(000) 000-0000,KG,08,http://www.canaancommunityacademy.org,-85.2981908,38.8659689,38.8659689+-85.2981908,p
6864,Neighbors' New Vistas High School,NA,David,Plesac,dplesac@neoadulted.org,5201 US Highway 6,Portage,IN,46368,Porter,(219) 850-4448,(219) 850-4445,09,12,http://www.neoadulted.org/,-87.21284829999999,41.5483316,41.5483316+-87.2128483,p
1518,Inspire Academy - A Sch of Inquiry,Mrs,Leslie,Draper,ldraper@inspiremuncie.org,2801 E 16th St,Muncie,IN,47302,Delaware,(765) 216-7980,(765) 216-7798,PK,08,http://www.inspiremuncie.org,-85.3544311,40.1737112,40.1737112+-85.3544311,p
9002,Liberty Grove Schools,NA,Milanda,Penn,PennD@myips.org,1002 W. 25th Street,Indianapolis,IN,46208,Marion,(317) 226-3807,(317) 226-3315,KG,06,https://libertygroveschools.org/,-86.17944949999999,39.80340640000001,39.8034064+-86.1794495,p
4904,Excel Center - Anderson,NA,Elysse,Hamlin,elysse.james@excelcenter.org,630 Nichols Ave,Anderson,IN,46016,Madison,(317) 524-3930,(317) 524-4002,09,12,https://excelcenter.org/campus/anderson/,-85.6886693,40.1051564,40.1051564+-85.6886693,p
0242,Smith Academy for Excellence,NA,Corey,Smith,corey@fwsafe.com,725 W Washington Blvd,Fort Wayne,IN,46802,Allen,(260) 579-6939,(260) 424-3846,04,12,http://www.fwsafe.com,-85.14876319999999,41.0754857,41.0754857+-85.1487632,p
5837,IN Math & Science Academy,NA,Adam,Atlihan,atlihan@imsaindy.org,4575 W 38th St,Indianapolis,IN,46254,Marion,(317) 298-0025,(317) 298-0505,KG,08,http://www.imsaindy.org,-86.2369791,39.8226343,39.8226343+-86.2369791,p
5092,Anderson Preparatory Academy,NA,CHARLES,MILLER,cmiller@goapa.org,101 West 29th Street,Anderson,IN,46016,Madison,(765) 649-8472,(765) 640-2550,KG,12,http://www.goapa.org/,-85.6802517,40.0865385,40.0865385+-85.6802517,p
9839,Monarca Academy,NA,Felicia,Sears,fsears@monarcaacademy.org,5525 W 34th Street,Indianapolis,IN,46224,Marion,(317) 379-0499,NA,06,12,NA,-86.25855399999999,39.81465110000001,39.8146511+-86.258554,p
6215,The Bloomington Project School,Ms,Catherine,Diersing,cdiersing@theprojectschool.org,349 S Walnut St,Bloomington,IN,47401,Monroe,(812) 558-0041,(812) 334-5873,KG,08,http://www.theprojectschool.org,-86.5332669,39.1629708,39.1629708+-86.5332669,p
